ns1:natOp;Marca;Produto;ns1:uCom;Quantitade;Valor Unitario;ns1:vProd
Venda de mercadorias;;Geleia de Abacaxi com Pimenta - 240g -  Terramazonia  Lote 185 Val 02/21;UN;1;20,25;20,25
Venda de mercadorias;;"Sandalia de Dedo Seringo Tamanho:41;cor:Cinza Mesclado";UN;1;70;70
Venda de mercadorias;;"Sandalia de Dedo Seringo Tamanho:43;cor:Mescla Preto e Branco";UN;1;70;70
Venda de mercadorias;;Farinha de Cara Roxo - 200g - Terramazonia Superplants  Lote 250 Val 06/22;UN;4;32;128
Venda de mercadorias;;Farinha de Cubiu  - 200g - Terramazonia Superplants Lote: 239 Val 05/22;UN;4;32;128
Venda de mercadorias;;Farinha de Pupunha - 200g - Terramazonia Superplants Lote: 207 val 02/22;UN;4;28;112
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;2;18;36
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;25;25
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO -120g - Cacau Way;UN;1;25;25
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe;Un;1;25;25
Venda de mercadorias;;Granola Tapioca 200g - Manioca;und;1;25;25
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;25;25
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;25;25
Venda de mercadorias;;Geleia de Cubiu com Abacaxi - 240g - Terramazonia;UN;1;25;25
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes;UN;1;25;25
Venda de mercadorias;;Chocolate Vegano 60% - 50g - Cacau River Lote 0820 Val 08/21;UN;1;25;25
Venda de mercadorias;;Cupuacu em po 200g Lote:275 Val 09/22;UN;1;25;25
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;25;25
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO -120g - Cacau Way;UN;1;25;25
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe;Un;1;25;25
Venda de mercadorias;;Granola Tapioca 200g - Manioca;und;1;25;25
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;25;25
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;25;25
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes;UN;1;25;25
Venda de mercadorias;;Chocolate Vegano 60% - 50g - Cacau River Lote 0820 Val 08/21;UN;1;25;25
Venda de mercadorias;;Cupuacu em po 200g Lote:275 Val 09/22;UN;1;25;25
Venda de mercadorias;;Geleia de Abacaxi com Pimenta - 240g -  Terramazonia  Lote 185 Val 02/21;UN;1;25;25
Venda de mercadorias;;FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21;Kg;2;18;36
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 300G;UN;1;53;53
Venda de mercadorias;;"Sandalia de Dedo Seringo Tamanho:39;cor:Vinho";UN;1;95;95
Venda de mercadorias;;"Sandalia de Dedo Seringo Tamanho:41;cor:Mostarda";UN;1;95;95
Venda de mercadorias;;Chocolate Vegano 60% - 50g - Cacau River Lote 0820 Val 08/21;UN;2;13;26
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:180 17/03/21;UN;2;11,25;22,5
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:316 Val 23/01/21;UN;4;11,25;45
Venda de mercadorias;;Geleia de Cacau com Cumaru - 130g  Lote 68035 Val 03/08/21;UN;1;18,8;18,8
Venda de mercadorias;;"Sandalia de Dedo Seringo Tamanho:37;cor:Mescla Vermelho";UN;1;95;95
Venda de mercadorias;;"Sandalia de Dedo Seringo Tamanho:33;cor:Mescla Cinza e Branco";UN;1;70;70
Venda de mercadorias;;"Sandalia de Dedo Seringo Tamanho:41;cor:Vinho";UN;1;70;70
Venda de mercadorias;;"Sandalia de Dedo Seringo Tamanho:39;cor:Mescla Vermelho";UN;1;70;70
Venda de mercadorias;;"Sandalia de Dedo Seringo Tamanho:41;cor:Cinza Mesclado";UN;1;70;70
Venda de mercadorias;;"Sandalia de Dedo Seringo Tamanho:43;cor:Mescla Preto e Branco";UN;1;70;70
Venda de mercadorias;;Oleo de Andiroba - 30ml - Simbioze Lote: 260820 Val 05/22;UN;1;28,86;28,86
Venda de mercadorias;;Oleo lidimo de Castanha 30ml - Simbioze Lote:101120;un;1;29,78;29,78
Venda de mercadorias;;Oleo de Pataua - Simbioze Lote: 200820 Val 07/21;UN;1;50,6;50,6
Venda de mercadorias;;Oleo de Pracaxi - Simbioze Lote 240820;UN;1;42,56;42,56
Venda de mercadorias;;Oleo de Copaiba 30ml - Simbioze Lote:040920;un;1;35,26;35,26
Venda de mercadorias;;Argila Branca da Amazonica+ Cupuacu - Simbioze - 50g Lote: 240119 Val 01/21;UN;1;1;1
Venda de mercadorias;;Argila Branca da Amazonica - Simbioze - 50g Lote: 210119 Val 01/21;UN;1;1;1
Venda de mercadorias;;Chocolate Vegano 60% - 50g - Cacau River Lote 0820 Val 08/21;UN;1;13;13
Venda de mercadorias;;Farinha Tapioca 150g;UN;2;15;30
Venda de mercadorias;;Argila Branca da Amazonia Bio 50 g  - Simbioze Lote: 010920 Val 09/22;UN;1;33;33
Venda de mercadorias;;FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21;Kg;1;18;18
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants  Lote 272 Val 08/21;UN;1;40;40
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G Lote: 008 safra 2019 (almeirim);UN;1;42;42
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants  Lote 272 Val 08/21;UN;1;40;40
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:568 Val 16/07/21;UN;15;15;225
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants  Lote 272 Val 08/21;UN;1;40;40
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:180 17/03/21;UN;1;18,75;18,75
Venda de mercadorias;;Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21;und;1;18;18
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants  Lote 272 Val 08/21;UN;1;40;40
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;29,15;29,15
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;46,63;46,63
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;UN;1;29,15;29,15
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO - 50G - Cacau Way;UN;1;17,49;17,49
Venda de mercadorias;;CUPULATE KUNKUNI - 70 CUPUACU - De Mendes;UN;1;21,86;21,86
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;23,32;23,32
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;29,15;29,15
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;46,63;46,63
Venda de mercadorias;;CUPULATE KUNKUNI - 70 CUPUACU - De Mendes;UN;1;21,86;21,86
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;23,32;23,32
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;UN;1;29,15;29,15
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO - 50G - Cacau Way;UN;1;17,49;17,49
Venda de mercadorias;;Geleia de Cubiu com Abacaxi - 240g - Terramazonia;UN;1;29,74;29,74
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72 CACAU - De Mendes;UN;1;23,79;23,79
Venda de mercadorias;;Farofa sabor tradicional - 300 g - Farofa da Amazonia;UN;1;29,74;29,74
Venda de mercadorias;;Feijao Manteiguinha 500g;UN;1;29,74;29,74
Venda de mercadorias;;Tempero Amazonico - 40g - Terramazonia;UN;1;29,75;29,75
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;29,74;29,74
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;23,32;23,32
Venda de mercadorias;;CUPULATE KUNKUNI - 70 CUPUACU - De Mendes;UN;1;21,86;21,86
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO - 50G - Cacau Way;UN;1;17,49;17,49
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;UN;1;29,15;29,15
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;46,63;46,63
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;29,15;29,15
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;UN;1;29,15;29,15
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;23,32;23,32
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO - 50G - Cacau Way;UN;1;17,49;17,49
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;29,15;29,15
Venda de mercadorias;;CUPULATE KUNKUNI - 70 CUPUACU - De Mendes;UN;1;21,86;21,86
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;46,63;46,63
Venda de mercadorias;;Guarana Organico em Capsulas vegetais - D amazonia Origens;UN;1;42,38;42,38
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;33,9;33,9
Venda de mercadorias;;Oleo Essencial de Breu Branco - Simbioze - 10 ml;UN;1;101,71;101,71
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants;UN;1;50,86;50,86
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe;UN;1;16,95;16,95
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;36;36
Venda de mercadorias;;Granola Tapioca 200g - Manioca;UN;1;32,4;32,4
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;36;36
Venda de mercadorias;;Geleia Light de Cupuacu com Castanha - 240g - Terramazonia;UN;1;36;36
Venda de mercadorias;;Acai em po - 200g - Terramazonia;UN;1;36;36
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;29,15;29,15
Venda de mercadorias;;CUPULATE KUNKUNI - 70 CUPUACU - De Mendes;UN;1;21,86;21,86
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;46,63;46,63
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;UN;1;29,15;29,15
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;23,32;23,32
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO - 50G - Cacau Way;UN;1;17,49;17,49
Venda de mercadorias;;CUPULATE KUNKUNI - 70 CUPUACU - De Mendes;UN;1;21,86;21,86
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;23,32;23,32
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;29,15;29,15
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;46,63;46,63
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;UN;1;29,15;29,15
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO - 50G - Cacau Way;UN;1;17,49;17,49
Venda de mercadorias;;CUPULATE KUNKUNI - 70 CUPUACU - De Mendes;UN;1;21,86;21,86
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;23,32;23,32
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;UN;1;29,15;29,15
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO - 50G - Cacau Way;UN;1;17,49;17,49
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;29,15;29,15
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;46,63;46,63
Venda de mercadorias;;OLEO ESSENCIAL DE BREU LITRO;LT;2;1300;2600
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:452 Val 11/07/21;UN;1;15;15
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:333 Val 10/02/21;UN;2;15;30
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:326 Val 10/02/21;UN;1;15;15
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:353 Val 11/03/21;UN;4;15;60
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:361 Val 11/03/21;UN;2;15;30
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:310 Val 10/02/21;UN;1;15;15
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:453 Val 11/07/21;UN;3;11,25;33,75
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:458 Val 11/07/21;UN;8;11,25;90
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:459 Val 11/07/21;UN;6;11,25;67,5
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:568 Val 16/07/21;UN;5;11,25;56,25
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:581 Val 24/07/21;UN;13;11,25;146,25
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants  Lote 272 Val 08/21;UN;1;40;40
Venda de mercadorias;;Farofa sabor cacau e castanha - 425g - Farofa da Amazonia  Lote 150920 Val 15/03/21;UN;2;20;40
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants  Lote 272 Val 08/21;UN;2;40;80
Venda de mercadorias;;Geleia de Jambu 130g;UN;1;18,8;18,8
Venda de mercadorias;;"Sandalia de Dedo Seringo Tamanho:37;cor:Mescla Branco e Verde Oliva";UN;1;95;95
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants  Lote 272 Val 08/21;UN;1;40;40
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G Lote: 004 Val 10/04/21;UN;1;42;42
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants  Lote 272 Val 08/21;UN;1;40;40
Venda de mercadorias;;CUPULATE KUNKUNI - 70% CUPUACU - De Mendes Lote:581 Val 24/07/21;UN;12;11,25;135
Venda de mercadorias;;Geleia de Banana com Tucuma - 240g - Terramazonia  Lote 189 Val 02/21;UN;1;17,9;17,9
Venda de mercadorias;;Farinha de Pupunha - 200g - Terramazonia Superplants Lote: 207 val 02/22;UN;1;28;28
Venda de mercadorias;;Guarana em Po 200g Lote:248 Val 06/22;UN;1;33;33
Venda de mercadorias;;Geleia Cupuacu -130g - Manioca  Val 22/10/21;un;1;18,9;18,9
Venda de mercadorias;;Tucupi Amarelo 1L  - Manioca Lote: 020720 Val 02/07/21;und;1;35;35
Venda de mercadorias;;Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21;UN;2;18;36
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21;Un;2;13,5;27
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G Lote: 009 safra 2019 (barreirinha);UN;2;42;84
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO -120g - Cacau Way Val 20/08/21;UN;2;18,9;37,8
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants  Lote 272 Val 08/21;UN;1;40;40
Venda de mercadorias;;Oleo Essencial de Breu Branco 10ml - Simbioze Lote:020920;un;2;96,78;193,56
Venda de mercadorias;;FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21;Kg;1;18;18
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21;Un;1;13,5;13,5
Venda de mercadorias;;Anel Concha Flavia Amadeu;Un;1;75;75
Venda de mercadorias;;Oleo de Copaiba 30ml - Simbioze Lote:040920;un;1;40;40
Venda de mercadorias;;Farinha da Casca de Maracuja - 200g -  Terramazonia Superplants;UN;1;23;23
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants  Lote 272 Val 08/21;UN;1;40;40
Venda de mercadorias;;Camu Camu em po -  200g -  Terramazonia Lote 257 Val 07/22;UN;1;37,5;37,5
Venda de mercadorias;;Farinha de Cara Roxo - 200g - Terramazonia Superplants  Lote 250 Val 06/22;UN;1;32;32
Venda de mercadorias;;FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21;Kg;2;18;36
Venda de mercadorias;;Cupulate 60% Kg;KG;1;200;200
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:323 Val 27/01/21;UN;4;9;36
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:325 Val 28/01/21;UN;9;9;81
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:318 Val 24/01/21;UN;8;9;72
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:322 Val 27/01/21;UN;10;9;90
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:323 Val 27/01/21;UN;4;9;36
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:325 Val 28/01/21;UN;9;9;81
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:318 Val 24/01/21;UN;7;9;63
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:322 Val 27/01/21;UN;13;9;117
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO - 50G - Cacau Way  Val 05/07/21;UN;1;9,3;9,3
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO -120g - Cacau Way Val 20/08/21;UN;1;17;17
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G Lote: 005 Val 23/07/21;UN;1;22;22
Venda de mercadorias;;FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21;Kg;1;12;12
Venda de mercadorias;;Granola Tapioca 200g - Manioca Lote 331 Val 28/09/21;Un;1;12;12
Venda de mercadorias;;Feijao Manteiguinha 500g Lote 68033 Val 03/08/21;UN;1;15;15
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;und;1;15;15
Venda de mercadorias;;Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21;Un;1;13,5;13,5
Venda de mercadorias;;Everyday Imunne - 140g - Terramazonia Superplants  Lote 272 Val 08/21;UN;1;40;40
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:138 Val 09/02/21;UN;1;15;15
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:135 Val 09/03/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:334 Val 18/02/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:345 Val 04/03/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366;UN;1;11;11
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:182 17/03/21;UN;2;11;22
Venda de mercadorias;;CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21;UN;1;11;11
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO -120g - Cacau Way Val 20/08/21;UN;1;18,9;18,9
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:180 17/03/21;UN;2;11;22
Venda de mercadorias;;CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:334 Val 18/02/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366;UN;2;11;22
Venda de mercadorias;;CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:296 Val 06/03/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21;UN;2;11;22
Venda de mercadorias;;AMENDOA CACAU FINO C ACUCAR MASCAVO - 50G - Cacau Way;UN;1;19,44;19,44
Venda de mercadorias;;Molho de Tucupi Preto 150ml;UN;1;32,4;32,4
Venda de mercadorias;;BISCOITO RARIBABA DE CASTANHA DO PARA 200g;UN;1;32,4;32,4
Venda de mercadorias;;Cafe Apui Organico - 250g;UN;1;25,92;25,92
Venda de mercadorias;;CUPULATE KUNKUNI - 70 CUPUACU - De Mendes;UN;1;24,3;24,3
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G;UN;1;51,86;51,86
Venda de mercadorias;;Hidrolato de Breu 1 litro - (Protium Sp.);kg;5;70;350
Venda de mercadorias;;Chocolate Vegano 71%- 50g - Cacau River  Lote 0820 Val 08/21;UN;1;13;13
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:163 Val 05/09/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366;UN;1;11;11
Venda de mercadorias;;CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21;UN;2;11;22
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:180 17/03/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:347 19/02/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:334 Val 18/02/21;UN;2;11;22
Venda de mercadorias;;CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:350 Val 05/03/21;UN;2;11;22
Venda de mercadorias;;CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:334 Val 18/02/21;UN;2;16;32
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:180 17/03/21;UN;2;20;40
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:345 Val 04/03/21;UN;2;20;40
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:372 Val 05/03/21;UN;2;11;22
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:135 Val 09/03/21;UN;2;11;22
Venda de mercadorias;;CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:296 Val 06/03/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:180 17/03/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366;UN;1;11;11
Venda de mercadorias;;Camu Camu em po -  200g -  Terramazonia Lote 257 Val 07/22;UN;1;40;40
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:337 Val 13/02/21;UN;1;11,25;11,25
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:341 Val 14/02/21;UN;1;16;16
Venda de mercadorias;;CHOCOLATE JARI - 65% CACAU - De Mendes Lote:336;UN;1;11,25;11,25
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:198 Val 20/02/21;UN;1;11,25;11,25
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:339 12/02/21;UN;1;11,25;11,25
Venda de mercadorias;;Chocolate Vegano 60% - 50g - Cacau River Lote 0820 Val 08/21;UN;2;13;26
Venda de mercadorias;;Tempero Amazonico - 40 g - Terramazonia Lote: 259 Val 07/21;UN;1;15;15
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:135 Val 09/03/21;UN;1;11;11
Venda de mercadorias;;Geleia de Banana com Tucuma - 240g - Terramazonia  Lote 189 Val 02/21;UN;1;17,9;17,9
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:163 Val 05/09/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:341 Val 14/02/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366;UN;3;11;33
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:182 17/03/21;UN;3;11;33
Venda de mercadorias;;CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:302 Val 06/03/21;UN;3;11;33
Venda de mercadorias;;CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:334 Val 18/02/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:198 Val 20/02/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:343 Val 18/02/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21;UN;1;11;11
Venda de mercadorias;;FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21;Kg;1;18;18
Venda de mercadorias;;CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:198 Val 20/02/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:372 Val 05/03/21;UN;3;11;33
Venda de mercadorias;;CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366;UN;1;11;11
Venda de mercadorias;;CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:182 17/03/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:302 Val 06/03/21;UN;1;11;11
Venda de mercadorias;;CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21;UN;2;11;22
Venda de mercadorias;;CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:334 Val 18/02/21;UN;1;11;11
Venda de mercadorias;;Tempero Amazonico - 40 g - Terramazonia Lote: 276 Val 09/21;UN;1;15;15
Venda de mercadorias;;MEL DE ABELHA SEM FERRAO 150G Lote: 005 Val 23/07/21;UN;1;42;42
Venda de mercadorias;;CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:354 Val 11/03/21;UN;1;11;11
Venda de mercadorias;;Farofa sabor cacau e castanha - 425g - Farofa da Amazonia  Lote 150920 Val 15/03/21;UN;1;20;20
Venda de mercadorias;;Geleia de Acai 130g  Lote 110820 Val 11/08/21;UN;1;25;25
Venda de mercadorias;;CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:296 Val 06/03/21;UN;1;11;11
Venda de mercadorias;;OLEO ESSENCIAL DE BREU;KG;5;1900;9500
