,ns1:natOp,Marca_x,Produto,ns1:uCom,Quantitade,Valor Unitario,ns1:vProd,Marca_y,Index
2225,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:296 Val 06/03/21,UN,1,11,11,De Mendes,100.0
2226,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:180 17/03/21,UN,1,11,11,De Mendes,108.0
2227,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366,UN,1,11,11,De Mendes,98.0
2228,Venda de mercadorias,,Camu Camu em po -  200g -  Terramazonia Lote 257 Val 07/22,UN,1,40,40,Terramazonia,474.0
2229,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:337 Val 13/02/21,UN,1,"11,25","11,25",De Mendes,87.0
2230,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:341 Val 14/02/21,UN,1,16,16,De Mendes,76.0
2231,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:336,UN,1,"11,25","11,25",De Mendes,95.0
2232,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:198 Val 20/02/21,UN,1,"11,25","11,25",De Mendes,84.0
2233,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:339 12/02/21,UN,1,"11,25","11,25",De Mendes,112.0
2234,Venda de mercadorias,,Chocolate Vegano 60% - 50g - Cacau River Lote 0820 Val 08/21,UN,2,13,26,Cacau River,4.0
2235,Venda de mercadorias,,Tempero Amazonico - 40 g - Terramazonia Lote: 259 Val 07/21,UN,1,15,15,Terramazonia,533.0
2236,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:135 Val 09/03/21,UN,1,11,11,De Mendes,81.0
2237,Venda de mercadorias,,Geleia de Banana com Tucuma - 240g - Terramazonia  Lote 189 Val 02/21,UN,1,"17,9","17,9",Terramazonia,504.0
2238,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:163 Val 05/09/21,UN,1,11,11,De Mendes,82.0
2239,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:341 Val 14/02/21,UN,1,11,11,De Mendes,76.0
2240,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366,UN,3,11,33,De Mendes,98.0
2241,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:182 17/03/21,UN,3,11,33,De Mendes,110.0
2242,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:302 Val 06/03/21,UN,3,11,33,De Mendes,101.0
2243,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21,UN,1,11,11,De Mendes,117.0
2244,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:334 Val 18/02/21,UN,1,11,11,De Mendes,121.0
2245,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:198 Val 20/02/21,UN,1,11,11,De Mendes,84.0
2246,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:343 Val 18/02/21,UN,1,11,11,De Mendes,88.0
2247,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21,UN,1,11,11,De Mendes,117.0
2248,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21,Kg,1,18,18,Naturus,325.0
2249,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:198 Val 20/02/21,UN,1,11,11,De Mendes,84.0
2250,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:372 Val 05/03/21,UN,3,11,33,De Mendes,79.0
2251,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366,UN,1,11,11,De Mendes,98.0
2252,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:182 17/03/21,UN,1,11,11,De Mendes,110.0
2253,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:302 Val 06/03/21,UN,1,11,11,De Mendes,101.0
2254,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21,UN,2,11,22,De Mendes,117.0
2255,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:334 Val 18/02/21,UN,1,11,11,De Mendes,121.0
2256,Venda de mercadorias,,Tempero Amazonico - 40 g - Terramazonia Lote: 276 Val 09/21,UN,1,15,15,Terramazonia,534.0
2257,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G Lote: 005 Val 23/07/21,UN,1,42,42,Peabiru,367.0
2258,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:354 Val 11/03/21,UN,1,11,11,De Mendes,78.0
2259,Venda de mercadorias,,Farofa sabor cacau e castanha - 425g - Farofa da Amazonia  Lote 150920 Val 15/03/21,UN,1,20,20,Farofa da Amazonia,166.0
2260,Venda de mercadorias,,Geleia de Acai 130g  Lote 110820 Val 11/08/21,UN,1,25,25,Manioca,224.0
2261,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:296 Val 06/03/21,UN,1,11,11,De Mendes,100.0
2262,Venda de mercadorias,,OLEO ESSENCIAL DE BREU,KG,5,1900,9500,Inatú,195.0
2263,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21,Kg,3,18,54,Naturus,325.0
2264,Venda de mercadorias,,Farinha de Cara Roxo - 200g - Terramazonia Superplants  Lote 250 Val 06/22,UN,1,32,32,Terramazonia,492.0
2265,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:163 Val 05/09/21,UN,1,11,11,De Mendes,82.0
2266,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:372 Val 05/03/21,UN,1,11,11,De Mendes,79.0
2267,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:181 17/03/21,UN,1,11,11,De Mendes,109.0
2268,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:329 Val 06/03/21,UN,1,11,11,De Mendes,102.0
2269,Venda de mercadorias,,Geleia de Acai 130g  Lote 110820 Val 11/08/21,UN,1,25,25,Manioca,224.0
2270,Venda de mercadorias,,AMENDOA CACAU FINO C ACUCAR MASCAVO -120g - Cacau Way Val 20/08/21,UN,1,"18,9","18,9",Cacau Way,10.0
2271,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:135 Val 09/03/21,UN,1,11,11,De Mendes,81.0
2272,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:181 17/03/21,UN,1,11,11,De Mendes,109.0
2273,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21,UN,1,11,11,De Mendes,117.0
2274,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:372 Val 05/03/21,UN,1,11,11,De Mendes,79.0
2275,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:350 Val 05/03/21,UN,1,11,11,De Mendes,104.0
2276,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:334 Val 18/02/21,UN,1,11,11,De Mendes,121.0
2277,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366,UN,1,11,11,De Mendes,98.0
2278,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366,UN,1,11,11,De Mendes,98.0
2279,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:296 Val 06/03/21,UN,1,11,11,De Mendes,100.0
2280,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21,UN,1,11,11,De Mendes,117.0
2281,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:181 17/03/21,UN,1,11,11,De Mendes,109.0
2282,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:299 Val 06/02/21,UN,1,11,11,De Mendes,120.0
2283,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:135 Val 09/03/21,UN,1,11,11,De Mendes,81.0
2284,Venda de mercadorias,,Cupulate 60% Kg,KG,1,200,200,Ricaeli,376.0
2285,Venda de mercadorias,,Pimenta Murupi em Po - 40g - Terramazonia Lote: 278 Val 09/21,UN,1,"14,5","14,5",Terramazonia,530.0
2286,Venda de mercadorias,,Cupuacu em po 200g Lote:264 Val 08/22,UN,1,35,35,Terramazonia,478.0
2287,Venda de mercadorias,,Farinha de Pupunha - 200g - Terramazonia Superplants Lote: 228 Val 04/22,UN,1,25,25,Terramazonia,497.0
2288,Venda de mercadorias,,Gengibre em Po 200g Lote: 231 Val 05/22,UN,1,22,22,Terramazonia,515.0
2289,Venda de mercadorias,,Farinha de Cubiu  - 200g - Terramazonia Superplants Lote: 239 Val 05/22,UN,1,29,29,Terramazonia,494.0
2290,Venda de mercadorias,,Tempero Amazonico - 40 g - Terramazonia Lote: 276 Val 09/21,UN,2,12,24,Terramazonia,534.0
2291,Venda de mercadorias,,Acai em po 200g,UN,1,40,40,Terramazonia,472.0
2292,Venda de mercadorias,,Farinha da Casca de Maracuja - 200g -  Terramazonia Superplants Lote: 223 Val 04/22,UN,1,22,22,Terramazonia,488.0
2293,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,1,60,60,Terramazonia,481.0
2294,Venda de mercadorias,,Cupuacu em po 200g Lote:264 Val 08/22,UN,1,37,37,Terramazonia,478.0
2295,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:343 Val 18/02/21,UN,1,11,11,De Mendes,88.0
2296,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:372 Val 05/03/21,UN,1,11,11,De Mendes,79.0
2297,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366,UN,1,11,11,De Mendes,98.0
2298,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:181 17/03/21,UN,1,11,11,De Mendes,109.0
2299,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:296 Val 06/03/21,UN,2,11,22,De Mendes,100.0
2300,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21,UN,1,11,11,De Mendes,117.0
2301,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:334 Val 18/02/21,UN,1,11,11,De Mendes,121.0
2302,Venda de mercadorias,,Everyday Powercoffee - 150g - Terramazonia,UN,1,60,60,Terramazonia,485.0
2303,Venda de mercadorias,,Tempero Amazonico - 40 g - Terramazonia Lote: 276 Val 09/21,UN,1,18,18,Terramazonia,534.0
2304,Venda de mercadorias,,AMENDOA CACAU FINO C ACUCAR MASCAVO -120g - Cacau Way Val 20/08/21,UN,1,"18,9","18,9",Cacau Way,10.0
2305,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:347 19/02/21,UN,1,11,11,De Mendes,113.0
2306,Venda de mercadorias,,Chocolate Vegano 71%- 50g - Cacau River  Lote 0820 Val 08/21,UN,1,13,13,Cacau River,6.0
2307,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes Lote:299 Val 06/02/21,UN,1,11,11,De Mendes,120.0
2308,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:339 12/02/21,UN,1,11,11,De Mendes,112.0
2309,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366,UN,1,11,11,De Mendes,98.0
2310,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:331 Val 13/02/21,UN,1,11,11,De Mendes,103.0
2311,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:337 Val 13/02/21,UN,1,11,11,De Mendes,87.0
2312,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21,UN,1,11,11,De Mendes,117.0
2313,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21,Kg,2,18,36,Naturus,325.0
2314,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes Lote:349 Val 20/02/21,UN,1,11,11,De Mendes,117.0
2315,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21,Kg,2,18,36,Naturus,325.0
2316,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:140,UN,2,5,10,De Mendes,90.0
2317,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:169,UN,1,5,5,De Mendes,91.0
2318,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:336,UN,9,5,45,De Mendes,95.0
2319,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:338,UN,3,5,15,De Mendes,96.0
2320,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:304,UN,11,5,55,De Mendes,94.0
2321,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:184,UN,14,"11,25","157,5",De Mendes,93.0
2322,Venda de mercadorias,,Everyday Imunne - 140g - Terramazonia Superplants,UN,2,40,80,Terramazonia,481.0
2323,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:181 17/03/21,UN,1,11,11,De Mendes,109.0
2324,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:296 Val 06/03/21,UN,1,11,11,De Mendes,100.0
2325,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:366,UN,1,11,11,De Mendes,98.0
2326,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,UN,1,18,18,Café Apuí,20.0
2327,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes Lote:183,UN,5,5,25,De Mendes,92.0
2328,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21,Kg,2,18,36,Naturus,325.0
2329,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,un,4,18,72,Café Apuí,20.0
2330,Venda de mercadorias,,Guarana em Po 200g Lote:226 Val 04/22,UN,1,33,33,Terramazonia,519.0
2331,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:302 Val 06/03/21,UN,1,11,11,De Mendes,101.0
2332,Venda de mercadorias,,Everyday Imunne 150g - Terramazonia,UN,2,60,120,Terramazonia,483.0
2333,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:302 Val 06/03/21,UN,1,2,2,De Mendes,101.0
2334,Venda de mercadorias,,Geleia de Cupuacu - 130g - Manioca,UN,1,25,25,Manioca,228.0
2335,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21,Kg,2,18,36,Naturus,325.0
2336,Venda de mercadorias,,Molho de Tucupi Preto - 150g - Manioca,UN,2,29,58,Manioca,257.0
2337,Venda de mercadorias,,Everyday Powercoffee - 150g - Terramazonia,UN,1,60,60,Terramazonia,485.0
2338,Venda de mercadorias,,OLEO VEGETAL DE ANDIROBA,KG,1,135,135,Simbioze Amazonica,468.0
2339,Venda de mercadorias,,OLEO DE COPAIBA,L,1,200,200,Oleicos,350.0
2340,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes Lote:181 17/03/21,UN,1,11,11,De Mendes,109.0
2341,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes Lote:296 Val 06/03/21,UN,1,11,11,De Mendes,100.0
2342,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes Lote:372 Val 05/03/21,UN,1,11,11,De Mendes,79.0
2343,Venda de mercadorias,,OLEO DE COPAIBA,L,1,200,200,Oleicos,350.0
2344,Venda de mercadorias,,OLEO VEGETAL DE ANDIROBA,KG,1,135,135,Simbioze Amazonica,468.0
2345,Venda de mercadorias,,Sandalia de Dedo Seringo Tamanho:37;cor:Mescla Vinho,UN,1,95,95,Seringo,396.0
2346,Venda de mercadorias,,Camu Camu em po -  200g -  Terramazonia Lote 257 Val 07/22,UN,1,"37,5","37,5",Terramazonia,474.0
2347,Venda de mercadorias,,Tucupi Amarelo 1L  - Manioca Lote: 68049 Val 09/07/21,und,1,35,35,Manioca,274.0
2348,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21,Kg,3,18,54,Naturus,325.0
2349,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 331 Val 28/09/21,un,1,"18,9","18,9",Manioca,249.0
2350,Venda de mercadorias,,Feijao Manteiguinha 500g Lote 68033 Val 03/08/21,UN,1,22,22,Manioca,219.0
2351,Venda de mercadorias,,Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21,Un,1,"13,5","13,5",Floresta em Pé,175.0
2352,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21,Kg,2,18,36,Naturus,325.0
2353,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21,Kg,2,18,36,Naturus,325.0
2354,Venda de mercadorias,,Geleia de Cupuacu - 130g - Manioca,UN,1,25,25,Manioca,228.0
2355,Venda de mercadorias,,Geleia de Acai - 130g - Manioca,UN,1,25,25,Manioca,222.0
2356,Venda de mercadorias,,Molho de Tucupi Preto - 150g - Manioca,UN,1,29,29,Manioca,257.0
2357,Venda de mercadorias,,Granola Tapioca 200g - Manioca Lote 331 Val 28/09/21,UN,1,"18,9","18,9",Manioca,249.0
2358,Venda de mercadorias,,Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21,Un,1,"13,5","13,5",Floresta em Pé,175.0
2359,Venda de mercadorias,,AMENDOA CACAU FINO C ACUCAR MASCAVO -120g - Cacau Way Val 20/08/21,UN,1,"18,9","18,9",Cacau Way,10.0
2360,Venda de mercadorias,,Sandalia de Dedo Seringo Tamanho:35;cor:Cinza,UN,1,95,95,Seringo,388.0
2361,Venda de mercadorias,,OLEO VEGETAL DE ANDIROBA,KG,1,135,135,Simbioze Amazonica,468.0
2362,Venda de mercadorias,,OLEO VEGETAL DE ANDIROBA,KG,1,135,135,Simbioze Amazonica,468.0
2363,Venda de mercadorias,,Molho de Tucupi Preto - 150g - Manioca,UN,1,29,29,Manioca,257.0
2364,Venda de mercadorias,,Cupuacu em po 200g Lote:275 Val 09/22,UN,1,37,37,Terramazonia,479.0
2365,Venda de mercadorias,,Camu Camu em po -  200g -  Terramazonia Lote 257 Val 07/22,UN,1,"37,5","37,5",Terramazonia,474.0
2366,Venda de mercadorias,,Gengibre em Po 200g - Terramazonia Lote:240;Val 06/22,UN,1,24,24,Terramazonia,514.0
2367,Venda de mercadorias,,Everyday Powercoffee - 150g - Terramazonia,UN,1,60,60,Terramazonia,485.0
2368,Venda de mercadorias,,Guarana em Po 200g Lote:248 Val 06/22,UN,1,33,33,Terramazonia,520.0
2369,Venda de mercadorias,,BISCOITO RARIBABA DE CASTANHA DO PARA 200g,und,19,2,38,Taberna da Amazônia,469.0
2370,Venda de mercadorias,,OLEO VEGETAL DE ANDIROBA,KG,1,135,135,Simbioze Amazonica,468.0
2371,Venda de mercadorias,,Everyday Relax  - 150g - Terramazonia,UN,1,60,60,Terramazonia,486.0
2372,Venda de mercadorias,,Acai em po -  200g - Terramazonia,UN,2,36,72,Terramazonia,470.0
2373,Venda de mercadorias,,Tempero Amazonico - 40 g - Terramazonia Lote: 276 Val 09/21,UN,1,18,18,Terramazonia,534.0
2374,Venda de mercadorias,,Geleia de Muruci 130G Lote: 140920 Val 14/09/21,UN,1,20,20,Manioca,237.0
2375,Venda de mercadorias,,Sandalia de Dedo Seringo Tamanho:37;cor:Mescla Cinza,UN,1,80,80,Seringo,393.0
2376,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G Lote: 006 safra 2019 (itapiranga),UN,1,40,40,Peabiru,368.0
2377,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes Lote:188 Val 17/02/21,UN,1,12,12,De Mendes,83.0
2378,Venda de mercadorias,,AMENDOA CACAU FINO C ACUCAR MASCAVO - 50G - Cacau Way  Val 05/07/21,UN,1,"9,3","9,3",Cacau Way,8.0
2379,Venda de mercadorias,,BISCOITO RARIBABA DE CASTANHA DO PARA 200g,und,1,15,15,Taberna da Amazônia,469.0
2380,Venda de mercadorias,,Jogo de Cuias Pretas,kg,1,38,38,Tucum,537.0
2381,Venda de mercadorias,,KITS DE DESCANSO DE PANELA EM FIBRA NATURAL,KI,1,"49,7","49,7",IOV,205.0
2382,Venda de mercadorias,,Pulseira Ponteia Cor:Amarelo,UN,1,62,62,DaTribu,56.0
2383,Venda de mercadorias,,Tempero Amazonico - 40 g - Terramazonia Lote: 276 Val 09/21,UN,3,18,54,Terramazonia,534.0
2384,Venda de mercadorias,,OLEO DE COPAIBA,L,1,200,200,Oleicos,350.0
2385,Venda de mercadorias,,Gengibre em Po 200g - Terramazonia Lote:231;Val 05/22,UN,1,24,24,Terramazonia,513.0
2386,Venda de mercadorias,,Pimenta Murupi em Po - 40g - Terramazonia Lote: 278 Val 09/21,UN,1,"16,5","16,5",Terramazonia,530.0
2387,Venda de mercadorias,,MANTEIGA DE CUPUACU,KG,1,150,150,,
2388,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,un,5,16,80,Café Apuí,20.0
2389,Venda de mercadorias,,Geleia de Acai - 130g - Manioca,UN,5,22,110,Manioca,222.0
2390,Venda de mercadorias,,AMENDOA CACAU FINO C ACUCAR MASCAVO -120g - Cacau Way Val 20/08/21,UN,5,17,85,Cacau Way,10.0
2391,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G - Peabiru Lote:005 Val:23/07/21,UN,5,40,200,Peabiru,364.0
2392,Venda de mercadorias,,17 - Chocolate Nakau 54% Cacau 80g,UN,5,"15,38","76,9",Nakau,285.0
2393,Venda de mercadorias,,MANTEIGA DE MURUMURU,KG,1,260,260,,
2394,Venda de mercadorias,,MANTEIGA DE CUPUACU,KG,1,150,150,,
2395,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,Un,1,18,18,Café Apuí,20.0
2396,Venda de mercadorias,,OLEO ESSENCIAL DE BREU BRANCO INATU 10 ML LOTE 270121,UN,1,"85,9","85,9",Inatú,197.0
2397,Venda de mercadorias,,Oleo Lidimo de Cafe Verde Inatu 30 ml Lote: 150221 x207,UN,1,33,33,Inatú,202.0
2398,Venda de mercadorias,,Geleia de Acai - 130g - Manioca,UN,1,17,17,Manioca,222.0
2399,Venda de mercadorias,,AMENDOA CACAU FINO C ACUCAR MASCAVO -120g - Cacau Way Val 20/08/21,UN,1,17,17,Cacau Way,10.0
2400,Venda de mercadorias,,Cafe Apui Organico - 250g  Lote 0012 Val 19/10/21,und,1,15,15,Café Apuí,20.0
2401,Venda de mercadorias,,17 - Chocolate Nakau 54% Cacau 80g,UN,1,"15,38","15,38",Nakau,285.0
2402,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G - Peabiru Lote:005 Val:23/07/21,UN,1,30,30,Peabiru,364.0
2403,Venda de mercadorias,,Sandalia de Dedo Seringo Tamanho:43;cor:Mescla Branco Verde Oliva,UN,1,95,95,Seringo,417.0
2404,Venda de mercadorias,,Sandalia de Dedo Seringo Tamanho:39;cor:Vinho,UN,1,95,95,Seringo,403.0
2405,Venda de mercadorias,,Sandalia de Dedo Seringo Tamanho:35;cor:Mescla Verde,UN,1,95,95,Seringo,390.0
2406,Venda de mercadorias,,OLEO VEGETAL DE ANDIROBA,KG,1,135,135,Simbioze Amazonica,468.0
2407,Venda de mercadorias,,Everyday Imunne 150g - Terramazonia,UN,3,60,180,Terramazonia,483.0
2408,Venda de mercadorias,,Castanha do Brasil - 125g - Floresta em pe  Lote 010720 Val 01/07/21,Un,1,20,20,Floresta em Pé,175.0
2409,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21,Kg,2,18,36,Naturus,325.0
2410,Venda de mercadorias,,Everyday Powercoffee - 150g - Terramazonia,UN,1,60,60,Terramazonia,485.0
2411,Venda de mercadorias,,Camu Camu em po -  200g -  Terramazonia Lote 257 Val 07/22,UN,1,"37,5","37,5",Terramazonia,474.0
2412,Venda de mercadorias,,Everyday Powercoffee - 150g - Terramazonia,UN,1,60,60,Terramazonia,485.0
2413,Venda de mercadorias,,OLEO ESSENCIAL DE BREU BRANCO INATU 10 ML LOTE 270121,UN,1,"86,25","86,25",Inatú,197.0
2414,Venda de mercadorias,,Oleo Lidimo de Resina de Copaiba Inatu 30 ml Lote: 220121 x250,UN,1,38,38,Inatú,203.0
2415,Venda de mercadorias,,Acai em po -  200g - Terramazonia,UN,1,36,36,Terramazonia,470.0
2416,Venda de mercadorias,,Tucupi Amarelo 1L  - Manioca Lote: 020720 Val 02/07/21,und,1,35,35,Manioca,273.0
2417,Venda de mercadorias,,FARINHA DE MANDIOCA CRUZEIRO DO SUL NATURUS 1KG  Lote 02 Val 08/21,Kg,1,18,18,Naturus,325.0
2418,Venda de mercadorias,,AMENDOA CACAU FINO C ACUCAR MASCAVO -120g - Cacau Way Val 20/08/21,UN,1,"18,9","18,9",Cacau Way,10.0
2419,Venda de mercadorias,,OLEO ESSENCIAL DE BREU BRANCO INATU 10 ML LOTE 270121,UN,1,"86,25","86,25",Inatú,197.0
2420,Venda de mercadorias,,OLEO LIDIMO DE ANDIROBA INATU 30 ML LOTE 290121 (248 UNI TOTAL),UN,1,32,32,Inatú,200.0
2421,Venda de mercadorias,,Oleo Lidimo de Resina de Copaiba Inatu 30 ml Lote: 220121 x250,UN,1,38,38,Inatú,203.0
2422,Venda de mercadorias,,Oleo Lidimo de Cafe Verde Inatu 30 ml Lote: 150221 x207,UN,1,"119,95","119,95",Inatú,202.0
2423,Venda de mercadorias,,OLEO VEGETAL DE ANDIROBA,KG,1,135,135,Simbioze Amazonica,468.0
2424,Venda de mercadorias,,MANTEIGA DE CUPUACU,KG,1,150,150,,
2425,Venda de mercadorias,,OLEO VEGETAL DE ANDIROBA,KG,1,135,135,Simbioze Amazonica,468.0
